0.47446,0.54945,0.45906,0.55308,0.70688,0.87008,1.031,1.2996,1.4224,1.4804,1.5047,1.5265,1.5184,1.5305,1.5251,1.5271,1.5303,1.532,1.5404,1.5378,1.5373
0.57451,0.59579,0.56684,0.74135,0.9992,1.3108,1.4785,1.516,1.4715,1.5314,1.5511,1.5473,1.524,1.5162,1.5212,1.5091,1.4994,1.4896,1.4894,1.4741,1.4747
1.8502,1.9292,1.8699,1.8963,1.8232,1.766,1.7214,1.6543,1.6154,1.5366,1.4624,1.4085,1.3454,1.2853,1.2247,1.1686,1.1079,1.0517,0.99132,0.93838,0.88366
