1.4599,1.6484,1.2407,1.3203,1.6211,1.9685,2.4545,3.1914,3.6274,3.946,4.2121,4.4521,4.662,4.9047,5.1076,5.3331,5.5606,5.7839,6.0192,6.231,6.4548
1.0054,1.028,1.1551,1.4278,2.009,2.889,3.4044,3.6557,3.7508,4.0592,4.3081,4.5059,4.6721,4.8714,5.097,5.2815,5.4728,5.6619,5.8776,6.0605,6.2825
2.9996,3.2449,3.2995,3.5346,3.5606,3.6488,3.7381,3.7966,3.9095,3.9268,3.9593,4.0257,4.0806,4.1424,4.1978,4.2688,4.3274,4.3916,4.4472,4.5204,4.5909
